,Name,StandardSmiles
6904,L-1-naphthyl-2-acetamido-ethane boronic acid,CC(=O)N[C@@H](Cc1cccc2ccccc12)[B-](O)(O)O
6905,D-1-naphthyl-2-acetamido-ethane boronic acid,CC(=O)N[C@@H](BO)Cc1cccc2ccccc12
6906,A-674563,Cc1[nH]nc2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
6907,"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",Cc1[nH]nc2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)cc4)c3)cc12
6908,4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID,CC(=O)Nc1c(O)cc(C(=O)O)cc1[N+](=O)[O-]
6909,4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID,CC(=O)Nc1c(N)cc(C(=O)O)cc1O
6910,4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1
6911,3-[(4-CHLOROANILINO)SULFONYL]THIOPHENE-2-CARBOXYLIC ACID,O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1
6912,"(5R)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1,3-thiazol-4(5H)-one",Oc1[nH]c(=S)sc1Cc1ccc(C(F)(F)F)cc1
6913,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",SCC(Cc1ccccc1)c1nc2ccncc2[nH]1
6914,"1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE",CNCC(=O)c1nnc(C(C)(C)C)o1
6915,3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,Cc1c[nH]c(=Cc2c(O)[nH]c3ccccc23)c1=CCC(=O)O
6916,4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid,O=C(O)CCC(=O)Nc1ccc(Br)cn1
6917,"4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline",C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2N)C1
6918,4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline,Nc1ccc(Br)cc1C(=O)N1CCC[C@@H]1Cc1ccccc1Cl
6919,"4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid",C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)O)C1
6920,"N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide",C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)N2CCOCC2)C1
6921,"2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide",CCn1nccc1-c1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12
6922,"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate",CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)O
6923,"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate",CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)O
6924,Sinapic acid,COc1cc(C=CC(=O)O)cc(OC)c1O
6925,2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccccc2c1=O
6926,SYRINGATE,COc1cc(C(=O)O)cc(OC)c1O
6927,1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO
6928,"5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O
6929,"1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE",O=C1CNS(=O)(=O)N1
6930,TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE,CN(C#N)NC(=O)OC(C)(C)C
6931,"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",CC1=CC[C@H]2C[C@@H]1[C@H](c1ccc(O)cc1)OC2(C)C
6932,5'-deoxy-5'-piperidin-1-ylthymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](CN3CCCCC3)O2)c(=O)[nH]c1=O
6933,Dorsomorphin,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
6934,R-82913,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C
6935,N-[(4-methoxyphenyl)sulfonyl]-D-alanine,COc1ccc(S(=O)(=O)NC(C)C(=O)O)cc1
6936,Tivirapine,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C
6937,Tributyltin,CCCC[Sn](CCCC)CCCC
6938,"3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one",CSc1nc2ccccc2c(=O)n1-c1c(F)cccc1F
6939,N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1
6940,Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
6941,"6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL",CCCS(=O)(=O)N1N=Cc2sc(C)cc2B1O
6942,"(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL",CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O
6943,"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
6944,"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE",C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@H](C)CN1C(=O)c1ccc(C#N)cc1
6945,"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(C)c1
6946,N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,CC(C)c1ccc(COc2ccc(CC(=O)NCCN)cc2Cl)cc1
6947,"2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL",OCCOc1ccccc1-c1ccc(F)c(F)c1F
6948,"1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE",CCCCCCCCSCC(=O)C(F)(F)F
6949,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",O=C(c1ccc(C(O)(O)C(F)(F)F)s1)N1CCn2c(-c3ccccc3)cnc2C1
6950,"3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE",CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O
6952,"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE",NC(Cc1ccc(CC(F)(F)F)cc1)C(=O)O
6953,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,COC(=O)C1C(OP(=O)(O)c2ccccc2)CC2CCC1N2C
6954,Testosterone succinate,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O
6955,Thiacloprid,N#CN=C1SCCN1Cc1ccc(Cl)nc1
6956,Thiamphenicol,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
6957,"4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL",OC1(c2ccc(Cl)cc2)CCN(CCCC2(c3ccc(F)cc3)SCCS2)CC1
6958,"2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID",C=C1CSC(C(NC(=O)Cc2cccs2)C(=O)O)N=C1C(=O)O
6959,"1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",N=C(N)NCCCC(N)C(=O)c1nc2ccccc2s1
6960,Thiorphan,O=C(O)CNC(=O)C(CS)Cc1ccccc1
6961,"(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE",C/C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)C1=O
6962,"(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE",C=C/C=C/[C@@]1(C)SC(=O)C(C)C1=O
6963,"N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE",CC(C)CC(N)CN1CCCN2CCCC21
6964,"N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",O=S(=O)(Nc1ccc(Cl)cc1)c1ccc2c(c1)CNCC2
6965,Trimesic acid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
6966,TNP-470,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
6967,6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O
6969,2-Hydroxybenzalpyruvate,O=C(O)C(=O)C=Cc1ccccc1O
6970,4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID,COc1ccccc1C=CC(=O)C(=O)O
6971,1-hydroperoxy-L-tryptophan,NC(Cc1cn(OO)c2ccccc12)C(=O)O
6972,Dapivirine,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1
6973,"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",CCC(C=O)C(CNS(=O)(=O)c1ccc(C)cc1)C(=O)O
6974,"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",CCC(C=O)C(CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O
6976,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,CCC(S)C(NCc1ccc(-c2ccccc2)cc1)C(=O)NCC(=O)NC(C(=O)OC)C(C)C
6977,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,CCC(C=O)C1C(NS(C)(=O)=O)CCN1C(=O)C(NC(=O)OC(C)(C)C)C(C)C
6978,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
6979,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,NC(C=O)Cc1c[nH]c2c(O)c(NNc3ccccc3)ccc12
6980,Trazeolide,Cc1cc2c(cc1C(=O)CCC(=O)O)[C@@H](C(C)C)[C@H](C)C2(C)C
6981,"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",O=C(O)C1CC2(C(=O)O)C=CC(O)C(C2)O1
6982,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,N[C@@H](O)Cc1c[nH]c2ccccc12
6983,3'-THIO-THYMIDINE-5'-PHOSPHATE,Cc1cn([C@H]2C[C@H](S)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
6984,Indoleacetamide,NC(=O)Cc1cc2ccccc2[nH]1
6985,Tryptamine,NCCc1c[nH]c2ccccc12
6986,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",N[C@H]1CCc2ccccc2[C@@H]1O
6987,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",CC(=O)n1c2c(c3ccccc31)CCCC2=O
6988,5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12
6989,2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID,O=C(O)COc1ccc(-c2c[nH]c(CNC(=O)Nc3ncc(Sc4ccccn4)s3)n2)cc1
6990,Ethyl hydrogen diethylamidophosphate,CCOP(=O)(O)N(CC)CC
6991,2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1
6993,"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",Cc1cn([C@@H]2C[C@@H](O)[C@H](CN3CCCC3)O2)c(=O)[nH]c1=O
6994,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,CC(C)C(c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O
6995,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,CCC(c1ccccc1)c1c(O)c2ccc(OC)cc2oc1=O
6996,({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester,CCC(c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O
6997,"6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE",CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21
6998,5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,N=c1nnc(=N)c1=NNc1cccc(C(F)(F)F)c1
6999,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,N=c1nnc(=N)c1=NNc1ccc(F)cc1
7000,3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid,N=c1nnc(=N)c1=NNc1cccc(C(=O)O)c1
7001,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C(N)c1ccc(C)cc1
7002,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C(N)c1ccc(C(C)C)cc1
7003,5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,N=c1nnc(=N)c1=NNc1ccccc1C(F)(F)F
7004,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1
7005,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",CC(C)c1cnc(Nc2ccc(S(N)(=O)=O)cc2)s1
7006,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CCC(NCc3c[nH]c[n+]3C2)C1=O
7007,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",CCCCCC/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1N=N2
7008,"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE",N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CCC(NCCc3c[nH]c[n+]3C2)C1=O
7009,N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,CC(C)c1cnc(NC(=O)Cc2cccnc2)s1
7010,(4-ETHYLPHENYL)SULFAMIC ACID,CCc1ccc(NS(=O)(=O)O)cc1
7011,N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid,Cc1occc1C(=S)Nc1ccc(Cl)c(/C=N/OC(C)(C)C)c1
7012,1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE,CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl
7013,"1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE",CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1
7014,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1
7015,O-Decyl Hydrogen Thiocarbonate,CCCCCCCCCCOC(=O)S
7017,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",CCC(c1ccccc1)c1c(O)c2c(oc1=O)CCCCCC2
7018,FG-2216,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O
7019,2-Undecanone,CCCCCCCCCC(C)=O
7020,Ubiquinone Q1,C=C(C)C=Cc1c(C)c(O)c(OC)c(OC)c1O
7021,Ubiquinone Q2,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)C)c(O)c1OC
7022,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",CCOC(=O)c1c(C(C#N)C=N)c2ccc(Cl)c(Cl)c2n1C
7023,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,CC(=O)N[C@@H](BO)Cc1ccc(Cl)cc1
7024,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,CC(=O)N[C@@H](Cc1ccc(Cl)cc1)[B-](O)(O)O
7025,Variolin B,Nc1nccc(-c2c3c(=O)cc[nH]c3n3c(N)nccc23)n1
7026,3-(4-nitrophenyl)-1H-pyrazole,O=[N+]([O-])c1ccc(-c2cc[nH]n2)cc1
7027,"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",Cc1cc(C(=O)Nc2cc(Cl)cc(N3CCCCC3)c2)cc(C)c1OCCN
7028,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",OC1CN(C2=Nc3ccccc3C(c3ccccc3)=N[C@@H]2c2cccs2)C1
7029,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Cc1cccc(Cc2nn(C(C)(C)C)c3ncnc(N)c23)c1
7030,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1
7031,"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID",O=C(O)c1c(-c2ccccc2)oc(-c2ccccc2)c1C(=O)O
7032,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",CC(C)Oc1ccc2c(ccc3c2c2c(O)[nH]cc2c2c4ccccc4n(CCO)c32)c1
7033,"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",CCCCC(=O)N[C@H]1C(=NOC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O
7034,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O
7035,"(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid",CCc1ccc(/C=C2\SC(=NC(C(=O)O)c3ccc(F)cc3)NC2=O)o1
7036,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1
7037,"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)nn23)c1
7039,"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one",CCc1ccc(/C=C2\SC(=N[C@@H](c3ccc(F)cc3)c3nn[nH]n3)NC2=O)o1
7040,Methyl vanillate,COC(=O)c1ccc(O)c(OC)c1
7041,11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID,O=C(O)CCCCCCCCCCOC(=O)S
7042,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL",Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1
7043,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL",CC1=CC(N2N=CN(C)N2)=CC(C)C1(O)CCCc1cc(C)no1
7044,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",CC1=CC(C2=CON(C)C2)=CC(C)C1(O)CCCc1cc(C)no1
7045,"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid",CN1Cc2ccccc2NC(CC(=O)O)C1=O
7047,"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE",Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1
7048,"5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole",Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1
7049,"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole",OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
7050,5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,Cc1cc(CCCCCCCOc2ccc(C3=N[C@@H](C)CO3)cc2Cl)on1
7051,WIN-54954,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
7052,5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole,Cc1cc(CCCCCOc2ccc(C3=N[C@@H](C)CO3)cc2)on1
7053,"(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",CC[C@H]1COC(c2ccc(OCCCCCCCc3cc(C)no3)cc2)=N1
7054,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1
7055,"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole",Cc1cc(CCCCCCCOc2ccc(C3=N[C@H](C)CO3)cc2)on1
7056,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
7057,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(N)(=O)=O)sc3OCC)nc12
