,Name,StandardSmiles,Molecules,tanimoto_avalon
4880,Prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,<rdkit.Chem.rdchem.Mol object at 0x7f615f73f900>,0.3270588235294118
4883,Tolvaptan,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73f9e0>,0.40264026402640263
4886,Asenapine,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73fb30>,0.3722397476340694
4887,Vernakalant,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f73fba0>,0.40869565217391307
4890,Rivaroxaban,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73fc80>,0.3314917127071823
4892,Nalmefene,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,<rdkit.Chem.rdchem.Mol object at 0x7f615f73fd60>,0.3452631578947368
4895,Maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f73fe40>,0.34441805225653205
4898,Avanafil,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f73ff90>,0.41830065359477125
4920,Alvimopan,C[C@H]1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73d6d0>,0.32989690721649484
4930,Dapagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73d900>,0.32231404958677684
4936,Onalespib,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f73dac0>,0.34627831715210355
4952,Elinogrel,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,<rdkit.Chem.rdchem.Mol object at 0x7f615f73c0b0>,0.32421052631578945
4955,Becatecarin,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f73c200>,0.3901869158878505
4958,Relacatib,CC(C)CC(NC(=O)c1cc2ccccc2o1)C(=O)NC1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f73c350>,0.32018561484918795
4965,Bazedoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,<rdkit.Chem.rdchem.Mol object at 0x7f615f73c660>,0.328042328042328
4971,Morphine glucuronide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,<rdkit.Chem.rdchem.Mol object at 0x7f615f73c820>,0.35639412997903563
4979,Ticalopride,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCNC[C@@H]1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f73cac0>,0.3381294964028777
4980,Talnetant,CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73cb30>,0.3382352941176471
4994,Sarizotan,Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73cf20>,0.3671875
4998,Enrasentan,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCCO)C(C(=O)O)[C@H]2c1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f615f73b0b0>,0.3575757575757576
5005,Fradafiban,N=C(N)c1ccc(-c2ccc(OC[C@@H]3CC(CC(=O)O)C(=O)N3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73b350>,0.34146341463414637
5006,Sumanirole,CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73b3c0>,0.33080808080808083
5009,Prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73b510>,0.3492063492063492
5014,Aplaviroc,CCCCN1C(=O)C([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f615f73b6d0>,0.391304347826087
5018,GW-559090,Cc1ccccc1OCC(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(OC(=O)N2CCC(C(N)=O)CC2)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f73b890>,0.3806228373702422
5035,Robalzotan,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,<rdkit.Chem.rdchem.Mol object at 0x7f615f73bdd0>,0.3767123287671233
5045,Tonabersat,CC(=O)c1ccc2c(c1)C(NC(=O)c1ccc(F)c(Cl)c1)C(O)C(C)(C)O2,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a0b0>,0.41348973607038125
5047,Celgosivir,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a190>,0.3985239852398524
5053,Triphendiol,COc1ccc([C@H]2c3ccc(O)cc3OC[C@H]2c2ccc(O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a350>,0.3527272727272727
5060,Nemonoxacin,COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a510>,0.3530864197530864
5062,Ilepatril,CC(=O)SC(C(=O)NC1Cc2ccccc2[C@H]2CCCC(C(=O)O)N2C1=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a5f0>,0.39221556886227543
5065,Odiparcil,Cc1cc(=O)oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a740>,0.3213213213213213
5071,Aplindore,Oc1cc2c3c(ccc2[nH]1)OC[C@H](CNCc1ccccc1)O3,<rdkit.Chem.rdchem.Mol object at 0x7f615f73a900>,0.3415977961432507
5097,Lixivaptan,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7390b0>,0.3434343434343434
5105,Clevudine,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f739350>,0.3263157894736842
5107,Laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f739430>,0.32142857142857145
5181,Besifloxacin,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f737dd0>,0.3333333333333333
5205,Methylnaltrexone,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,<rdkit.Chem.rdchem.Mol object at 0x7f615f738660>,0.35030549898167007
5215,Pralatrexate,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f738970>,0.32298136645962733
5237,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",O=C(N[C@H]1c2ccccc2C[C@H]1O)C(CC(O)=NO)Cc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f735190>,0.3201320132013201
5241,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",N=C(N)NCCC[C@H](NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)[C@H](O)CCl,<rdkit.Chem.rdchem.Mol object at 0x7f615f735350>,0.3263888888888889
5242,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,CCCCOc1cc(C[C@@H]2CNC(=O)N2)ccc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f7353c0>,0.3346774193548387
5248,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",NCc1ccc2c(c1)C1(CCN(C(=O)C=Cc3ccccc3)CC1)CO2,<rdkit.Chem.rdchem.Mol object at 0x7f615f735660>,0.3333333333333333
5257,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,C=CCN(C(=O)c1cc(ON=C(N)N)cc(Cl)c1OCCC)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f735a50>,0.35793357933579334
5265,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,CC(C)CCC(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f735dd0>,0.35177865612648224
5266,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,CCNC(=O)CCOc1ccc(Cl)cc1CNC(=O)C1CCN(C(=O)C(N)C2CCCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f735e40>,0.3741496598639456
5275,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,CCC(N)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f736270>,0.3425196850393701
5283,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,CC(NC(=O)OCc1ccccc1)C(=O)N1CCCC1C(=O)N[C@@H](Cc1ccccc1)[C@@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f736580>,0.40076335877862596
5284,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f7365f0>,0.3468208092485549
5304,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3Cl)oc2C)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f736eb0>,0.3219954648526077
5306,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",C=CCN1C(=O)N(CC=C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f736f90>,0.34074074074074073
5307,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,CC(C)CC(N)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f734040>,0.3574144486692015
5312,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",Cc1cc(N2CCCC2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f615f734200>,0.3466666666666667
5315,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f734350>,0.34765625
5316,Eribaxaban,CO[C@@H]1CC(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7343c0>,0.40181268882175225
5318,"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",O=C(O)c1ccc2c(c1)C(=O)N(C(Cc1cccc3ccccc13)C(=O)O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f7344a0>,0.40942028985507245
5349,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,COC(c1ccc(C#N)cc1)(c1nc(Cl)c(C#N)cc1-c1cccc(Cl)c1)c1cncn1C,<rdkit.Chem.rdchem.Mol object at 0x7f615f732120>,0.33578431372549017
5357,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7324a0>,0.32273838630806845
5358,JNJ-27390467,NCc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#Cc4ccccc4)o3)CC1)CO2,<rdkit.Chem.rdchem.Mol object at 0x7f615f732510>,0.337468982630273
5365,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7327b0>,0.3262411347517731
5401,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",COc1ccccc1-c1cc2c(c3c1C(=O)NC3=O)c1cc(O)ccc1n2CCCO,<rdkit.Chem.rdchem.Mol object at 0x7f615f7336d0>,0.3597733711048159
5402,"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",N=C1N[C@H](COc2ccc3c(c2)CNCC3)COc2ccsc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f733740>,0.3237410071942446
5406,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",c1cn(-c2ccc(O[C@H]3CCCN(Cc4ccc5c(c4)OCO5)C3)cc2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f615f733900>,0.33641975308641975
5410,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",N[C@H]1CN(C(=O)c2cnc3ccccc3n2)CC1C(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f733ac0>,0.33865814696485624
5421,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",O=C(NCc1ccc(-c2ccccc2)cc1)C1O[C@H]2CN(C(O)=NO)C[C@@H]1O2,<rdkit.Chem.rdchem.Mol object at 0x7f615f733f20>,0.3486238532110092
5426,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f731190>,0.326984126984127
5431,"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CC(F)(F)CC21,<rdkit.Chem.rdchem.Mol object at 0x7f615f7313c0>,0.345821325648415
5440,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",Nc1ncnc2c1nc(NCc1ccc(Cl)c(Cl)c1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f731740>,0.33406113537117904
5452,(3S)-1-(2-hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid,O=C(O)C1CC(=O)N(c2ccccc2O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f731c80>,0.3759124087591241
5454,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,<rdkit.Chem.rdchem.Mol object at 0x7f615f731d60>,0.34324324324324323
5459,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",Cc1ccc2c(c1C)CN(C(=O)N(C)C)CC2c1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f731f20>,0.3611111111111111
5485,(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,Cc1c(Cl)cccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72cac0>,0.3611111111111111
5508,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE",CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1cc(F)cc(F)c1)O2,<rdkit.Chem.rdchem.Mol object at 0x7f615f730430>,0.3987730061349693
5511,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,Cc1cccc2c1ccn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,<rdkit.Chem.rdchem.Mol object at 0x7f615f730580>,0.35459183673469385
5528,D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide,Cc1cccc(CNC(=O)C2CCCN2C(=O)C(N)Cc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f730cf0>,0.3215686274509804
5540,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,Cc1cc(COc2ccc([C@]3(C)CCN(C(C)C(O)=NO)C3=O)cc2)c2ccccc2n1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72f270>,0.403030303030303
5542,"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",COC(=O)[C@@]1(Cc2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1C(O)=NO,<rdkit.Chem.rdchem.Mol object at 0x7f615f72f350>,0.3205882352941177
5543,"(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one",O=C(c1ccc2c(Cl)nc(OCc3ccc(F)cc3)c(O)n12)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72f3c0>,0.32293986636971045
5554,Tamatinib,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f72f890>,0.35195530726256985
5568,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE",CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,<rdkit.Chem.rdchem.Mol object at 0x7f615f72fe40>,0.3651685393258427
5582,"(3S)-1-CYCLOHEXYL-N-(3,5-DICHLOROPHENYL)-5-OXOPYRROLIDINE-3-CARBOXAMIDE",O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72e4a0>,0.3309608540925267
5583,"(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",O=C(O)C1C[C@@]12C[C@@H](c1ccc(OCc3cc(-c4ccccc4)nc4ccccc34)cc1)NC2=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f72e510>,0.37640449438202245
5584,3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide,NC(CC1CCCCC1)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72e580>,0.36398467432950193
5592,"(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID",CC(C)C[C@@]1(C(=O)O)CC(C(=O)O)[C@H](c2nccs2)N1C(=O)c1ccc(C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72e900>,0.3275862068965517
5593,"(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID",CC(C)C[C@@]1(C(=O)O)CC(C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72e970>,0.3394495412844037
5611,"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OCc1ccccc1)[C@@H](C)CC,<rdkit.Chem.rdchem.Mol object at 0x7f615f72d190>,0.3732876712328767
5614,(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,Cc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72d2e0>,0.3649122807017544
5615,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OC)[C@@H](C)CC,<rdkit.Chem.rdchem.Mol object at 0x7f615f72d350>,0.3402061855670103
5619,L-778123,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72d510>,0.3333333333333333
5623,"N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE",CC[C@H](C)C(NC(=O)C1OC1C(=O)NCc1ccccc1)C(=O)N1CCCC1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f72d6d0>,0.3951890034364261
5641,"N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72de40>,0.3706070287539936
5647,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",Clc1ccc2c(c1Nc1ccnc(Nc3cccc(N4CCOCC4)c3)n1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f615f72b120>,0.34069400630914826
5657,"3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID",O=C(O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4)cc21)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f72b580>,0.34844192634560905
5665,1-[(2-AMINO-4-CHLORO-5-METHYLPHENYL)SULFONYL]-L-PROLINE,Cc1cc(S(=O)(=O)N2CCCC2C(=O)O)c(N)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f72b900>,0.363914373088685
5669,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)CCc2ccc(Cl)s2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f72bac0>,0.3203125
5678,BMS-564929,Cc1c(-n2c(O)c3n(c2=O)CC[C@H]3O)ccc(C#N)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f72be40>,0.35196687370600416
5686,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid",CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f725200>,0.326984126984127
5720,"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE",COC(=O)c1ccc(NC(=O)NC[C@H]2CCC(C(=O)N3CCC[C@H]3CN)N2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f72a120>,0.3258426966292135
